Dex Number,Name,Generation,Status,Species,Stat Total,HP,Attack,Defense,Sp. Attack,Sp. Defense,Speed,Type,Ability,Hidden Ability,Image
66,Machop,1,Normal,Superpower Pokémon,305,70,80,50,35,35,35,![/assets/type_icons/Fighting_Type_Icon.svg](/assets/type_icons/Fighting_Type_Icon.svg),Guts / No Guard,Steadfast,![/assets/home_images/machop.png](/assets/home_images/machop.png)
67,Machoke,1,Normal,Superpower Pokémon,405,80,100,70,50,60,45,![/assets/type_icons/Fighting_Type_Icon.svg](/assets/type_icons/Fighting_Type_Icon.svg),Guts / No Guard,Steadfast,![/assets/home_images/machoke.png](/assets/home_images/machoke.png)
68,Machamp,1,Normal,Superpower Pokémon,505,90,130,80,65,85,55,![/assets/type_icons/Fighting_Type_Icon.svg](/assets/type_icons/Fighting_Type_Icon.svg),Guts / No Guard,Steadfast,![/assets/home_images/machamp.png](/assets/home_images/machamp.png)
69,Bellsprout,1,Normal,Flower Pokémon,300,50,75,35,70,30,40,![/assets/type_icons/Grass_Type_Icon.svg](/assets/type_icons/Grass_Type_Icon.svg) ![/assets/type_icons/Poison_Type_Icon.svg](/assets/type_icons/Poison_Type_Icon.svg),Chlorophyll,Gluttony,![/assets/home_images/bellsprout.png](/assets/home_images/bellsprout.png)
70,Weepinbell,1,Normal,Flycatcher Pokémon,390,65,90,50,85,45,55,![/assets/type_icons/Grass_Type_Icon.svg](/assets/type_icons/Grass_Type_Icon.svg) ![/assets/type_icons/Poison_Type_Icon.svg](/assets/type_icons/Poison_Type_Icon.svg),Chlorophyll,Gluttony,![/assets/home_images/weepinbell.png](/assets/home_images/weepinbell.png)
71,Victreebel,1,Normal,Flycatcher Pokémon,490,80,105,65,100,70,70,![/assets/type_icons/Grass_Type_Icon.svg](/assets/type_icons/Grass_Type_Icon.svg) ![/assets/type_icons/Poison_Type_Icon.svg](/assets/type_icons/Poison_Type_Icon.svg),Chlorophyll,Gluttony,![/assets/home_images/victreebel.png](/assets/home_images/victreebel.png)
72,Tentacool,1,Normal,Jellyfish Pokémon,335,40,40,35,50,100,70,![/assets/type_icons/Water_Type_Icon.svg](/assets/type_icons/Water_Type_Icon.svg) ![/assets/type_icons/Poison_Type_Icon.svg](/assets/type_icons/Poison_Type_Icon.svg),Clear Body / Liquid Ooze,Rain Dish,![/assets/home_images/tentacool.png](/assets/home_images/tentacool.png)
73,Tentacruel,1,Normal,Jellyfish Pokémon,515,80,70,65,80,120,100,![/assets/type_icons/Water_Type_Icon.svg](/assets/type_icons/Water_Type_Icon.svg) ![/assets/type_icons/Poison_Type_Icon.svg](/assets/type_icons/Poison_Type_Icon.svg),Clear Body / Liquid Ooze,Rain Dish,![/assets/home_images/tentacruel.png](/assets/home_images/tentacruel.png)
74,Geodude,1,Normal,Rock Pokémon,300,40,80,100,30,30,20,![/assets/type_icons/Rock_Type_Icon.svg](/assets/type_icons/Rock_Type_Icon.svg) ![/assets/type_icons/Ground_Type_Icon.svg](/assets/type_icons/Ground_Type_Icon.svg),Rock Head / Sturdy,Sand Veil,![/assets/home_images/geodude.png](/assets/home_images/geodude.png)
74,Alolan Geodude,1,Normal,Rock Pokémon,300,40,80,100,30,30,20,![/assets/type_icons/Rock_Type_Icon.svg](/assets/type_icons/Rock_Type_Icon.svg) ![/assets/type_icons/Electric_Type_Icon.svg](/assets/type_icons/Electric_Type_Icon.svg),Magnet Pull / Sturdy,Galvanize,![/assets/home_images/geodude-alolan.png](/assets/home_images/geodude-alolan.png)
75,Graveler,1,Normal,Rock Pokémon,390,55,95,115,45,45,35,![/assets/type_icons/Rock_Type_Icon.svg](/assets/type_icons/Rock_Type_Icon.svg) ![/assets/type_icons/Ground_Type_Icon.svg](/assets/type_icons/Ground_Type_Icon.svg),Rock Head / Sturdy,Sand Veil,![/assets/home_images/graveler.png](/assets/home_images/graveler.png)
75,Alolan Graveler,1,Normal,Rock Pokémon,390,55,95,115,45,45,35,![/assets/type_icons/Rock_Type_Icon.svg](/assets/type_icons/Rock_Type_Icon.svg) ![/assets/type_icons/Electric_Type_Icon.svg](/assets/type_icons/Electric_Type_Icon.svg),Magnet Pull / Sturdy,Galvanize,![/assets/home_images/graveler-alolan.png](/assets/home_images/graveler-alolan.png)
76,Golem,1,Normal,Megaton Pokémon,495,80,120,130,55,65,45,![/assets/type_icons/Rock_Type_Icon.svg](/assets/type_icons/Rock_Type_Icon.svg) ![/assets/type_icons/Ground_Type_Icon.svg](/assets/type_icons/Ground_Type_Icon.svg),Rock Head / Sturdy,Sand Veil,![/assets/home_images/golem.png](/assets/home_images/golem.png)
76,Alolan Golem,1,Normal,Megaton Pokémon,495,80,120,130,55,65,45,![/assets/type_icons/Rock_Type_Icon.svg](/assets/type_icons/Rock_Type_Icon.svg) ![/assets/type_icons/Electric_Type_Icon.svg](/assets/type_icons/Electric_Type_Icon.svg),Magnet Pull / Sturdy,Galvanize,![/assets/home_images/golem-alolan.png](/assets/home_images/golem-alolan.png)
77,Ponyta,1,Normal,Fire Horse Pokémon,410,50,85,55,65,65,90,![/assets/type_icons/Fire_Type_Icon.svg](/assets/type_icons/Fire_Type_Icon.svg),Run Away / Flash Fire,Flame Body,![/assets/home_images/ponyta.png](/assets/home_images/ponyta.png)
77,Galarian Ponyta,1,Normal,Unique Horn Pokémon,410,50,85,55,65,65,90,![/assets/type_icons/Psychic_Type_Icon.svg](/assets/type_icons/Psychic_Type_Icon.svg),Run Away / Pastel Veil,Anticipation,![/assets/home_images/ponyta-galarian.png](/assets/home_images/ponyta-galarian.png)
78,Rapidash,1,Normal,Fire Horse Pokémon,500,65,100,70,80,80,105,![/assets/type_icons/Fire_Type_Icon.svg](/assets/type_icons/Fire_Type_Icon.svg),Run Away / Flash Fire,Flame Body,![/assets/home_images/rapidash.png](/assets/home_images/rapidash.png)
78,Galarian Rapidash,1,Normal,Unique Horn Pokémon,500,65,100,70,80,80,105,![/assets/type_icons/Psychic_Type_Icon.svg](/assets/type_icons/Psychic_Type_Icon.svg) ![/assets/type_icons/Fairy_Type_Icon.svg](/assets/type_icons/Fairy_Type_Icon.svg),Run Away / Pastel Veil,Anticipation,![/assets/home_images/rapidash-galarian.png](/assets/home_images/rapidash-galarian.png)
79,Slowpoke,1,Normal,Dopey Pokémon,315,90,65,65,40,40,15,![/assets/type_icons/Water_Type_Icon.svg](/assets/type_icons/Water_Type_Icon.svg) ![/assets/type_icons/Psychic_Type_Icon.svg](/assets/type_icons/Psychic_Type_Icon.svg),Oblivious / Own Tempo,Regenerator,![/assets/home_images/slowpoke.png](/assets/home_images/slowpoke.png)
79,Galarian Slowpoke,1,Normal,Dopey Pokémon,315,90,65,65,40,40,15,![/assets/type_icons/Psychic_Type_Icon.svg](/assets/type_icons/Psychic_Type_Icon.svg),Gluttony / Own Tempo,Regenerator,![/assets/home_images/slowpoke-galarian.png](/assets/home_images/slowpoke-galarian.png)
80,Slowbro,1,Normal,Hermit Crab Pokémon,490,95,75,110,100,80,30,![/assets/type_icons/Water_Type_Icon.svg](/assets/type_icons/Water_Type_Icon.svg) ![/assets/type_icons/Psychic_Type_Icon.svg](/assets/type_icons/Psychic_Type_Icon.svg),Oblivious / Own Tempo,Regenerator,![/assets/home_images/slowbro.png](/assets/home_images/slowbro.png)
80,Galarian Slowbro,1,Normal,Hermit Crab Pokémon,490,95,100,95,100,70,30,![/assets/type_icons/Poison_Type_Icon.svg](/assets/type_icons/Poison_Type_Icon.svg) ![/assets/type_icons/Psychic_Type_Icon.svg](/assets/type_icons/Psychic_Type_Icon.svg),Quick Draw / Own Tempo,Regenerator,![/assets/home_images/slowbro-galarian.png](/assets/home_images/slowbro-galarian.png)
80,Mega Slowbro,1,Normal,Hermit Crab Pokémon,590,95,75,180,130,80,30,![/assets/type_icons/Water_Type_Icon.svg](/assets/type_icons/Water_Type_Icon.svg) ![/assets/type_icons/Psychic_Type_Icon.svg](/assets/type_icons/Psychic_Type_Icon.svg),Shell Armor,-,![/assets/home_images/slowbro-mega.png](/assets/home_images/slowbro-mega.png)
81,Magnemite,1,Normal,Magnet Pokémon,325,25,35,70,95,55,45,![/assets/type_icons/Electric_Type_Icon.svg](/assets/type_icons/Electric_Type_Icon.svg) ![/assets/type_icons/Steel_Type_Icon.svg](/assets/type_icons/Steel_Type_Icon.svg),Magnet Pull / Sturdy,Analytic,![/assets/home_images/magnemite.png](/assets/home_images/magnemite.png)
82,Magneton,1,Normal,Magnet Pokémon,465,50,60,95,120,70,70,![/assets/type_icons/Electric_Type_Icon.svg](/assets/type_icons/Electric_Type_Icon.svg) ![/assets/type_icons/Steel_Type_Icon.svg](/assets/type_icons/Steel_Type_Icon.svg),Magnet Pull / Sturdy,Analytic,![/assets/home_images/magneton.png](/assets/home_images/magneton.png)
83,Farfetch'd,1,Normal,Wild Duck Pokémon,377,52,90,55,58,62,60,![/assets/type_icons/Normal_Type_Icon.svg](/assets/type_icons/Normal_Type_Icon.svg) ![/assets/type_icons/Flying_Type_Icon.svg](/assets/type_icons/Flying_Type_Icon.svg),Keen Eye / Inner Focus,Defiant,![/assets/home_images/farfetch'd.png](/assets/home_images/farfetch'd.png)
83,Galarian Farfetch'd,1,Normal,Wild Duck Pokémon,377,52,95,55,58,62,55,![/assets/type_icons/Fighting_Type_Icon.svg](/assets/type_icons/Fighting_Type_Icon.svg),Steadfast,Scrappy,![/assets/home_images/farfetch'd-galarian.png](/assets/home_images/farfetch'd-galarian.png)
84,Doduo,1,Normal,Twin Bird Pokémon,310,35,85,45,35,35,75,![/assets/type_icons/Normal_Type_Icon.svg](/assets/type_icons/Normal_Type_Icon.svg) ![/assets/type_icons/Flying_Type_Icon.svg](/assets/type_icons/Flying_Type_Icon.svg),Run Away / Early Bird,Tangled Feet,![/assets/home_images/doduo.png](/assets/home_images/doduo.png)
85,Dodrio,1,Normal,Triple Bird Pokémon,470,60,110,70,60,60,110,![/assets/type_icons/Normal_Type_Icon.svg](/assets/type_icons/Normal_Type_Icon.svg) ![/assets/type_icons/Flying_Type_Icon.svg](/assets/type_icons/Flying_Type_Icon.svg),Run Away / Early Bird,Tangled Feet,![/assets/home_images/dodrio.png](/assets/home_images/dodrio.png)
86,Seel,1,Normal,Sea Lion Pokémon,325,65,45,55,45,70,45,![/assets/type_icons/Water_Type_Icon.svg](/assets/type_icons/Water_Type_Icon.svg),Thick Fat / Hydration,Ice Body,![/assets/home_images/seel.png](/assets/home_images/seel.png)
87,Dewgong,1,Normal,Sea Lion Pokémon,475,90,70,80,70,95,70,![/assets/type_icons/Water_Type_Icon.svg](/assets/type_icons/Water_Type_Icon.svg) ![/assets/type_icons/Ice_Type_Icon.svg](/assets/type_icons/Ice_Type_Icon.svg),Thick Fat / Hydration,Ice Body,![/assets/home_images/dewgong.png](/assets/home_images/dewgong.png)
88,Grimer,1,Normal,Sludge Pokémon,325,80,80,50,40,50,25,![/assets/type_icons/Poison_Type_Icon.svg](/assets/type_icons/Poison_Type_Icon.svg),Stench / Sticky Hold,Poison Touch,![/assets/home_images/grimer.png](/assets/home_images/grimer.png)
88,Alolan Grimer,1,Normal,Sludge Pokémon,325,80,80,50,40,50,25,![/assets/type_icons/Poison_Type_Icon.svg](/assets/type_icons/Poison_Type_Icon.svg) ![/assets/type_icons/Dark_Type_Icon.svg](/assets/type_icons/Dark_Type_Icon.svg),Poison Touch / Gluttony,Power of Alchemy,![/assets/home_images/grimer-alolan.png](/assets/home_images/grimer-alolan.png)
89,Muk,1,Normal,Sludge Pokémon,500,105,105,75,65,100,50,![/assets/type_icons/Poison_Type_Icon.svg](/assets/type_icons/Poison_Type_Icon.svg),Stench / Sticky Hold,Poison Touch,![/assets/home_images/muk.png](/assets/home_images/muk.png)
89,Alolan Muk,1,Normal,Sludge Pokémon,500,105,105,75,65,100,50,![/assets/type_icons/Poison_Type_Icon.svg](/assets/type_icons/Poison_Type_Icon.svg) ![/assets/type_icons/Dark_Type_Icon.svg](/assets/type_icons/Dark_Type_Icon.svg),Poison Touch / Gluttony,Power of Alchemy,![/assets/home_images/muk-alolan.png](/assets/home_images/muk-alolan.png)
90,Shellder,1,Normal,Bivalve Pokémon,305,30,65,100,45,25,40,![/assets/type_icons/Water_Type_Icon.svg](/assets/type_icons/Water_Type_Icon.svg),Shell Armor / Skill Link,Overcoat,![/assets/home_images/shellder.png](/assets/home_images/shellder.png)
91,Cloyster,1,Normal,Bivalve Pokémon,525,50,95,180,85,45,70,![/assets/type_icons/Water_Type_Icon.svg](/assets/type_icons/Water_Type_Icon.svg) ![/assets/type_icons/Ice_Type_Icon.svg](/assets/type_icons/Ice_Type_Icon.svg),Shell Armor / Skill Link,Overcoat,![/assets/home_images/cloyster.png](/assets/home_images/cloyster.png)
92,Gastly,1,Normal,Gas Pokémon,310,30,35,30,100,35,80,![/assets/type_icons/Ghost_Type_Icon.svg](/assets/type_icons/Ghost_Type_Icon.svg) ![/assets/type_icons/Poison_Type_Icon.svg](/assets/type_icons/Poison_Type_Icon.svg),Levitate,-,![/assets/home_images/gastly.png](/assets/home_images/gastly.png)
93,Haunter,1,Normal,Gas Pokémon,405,45,50,45,115,55,95,![/assets/type_icons/Ghost_Type_Icon.svg](/assets/type_icons/Ghost_Type_Icon.svg) ![/assets/type_icons/Poison_Type_Icon.svg](/assets/type_icons/Poison_Type_Icon.svg),Levitate,-,![/assets/home_images/haunter.png](/assets/home_images/haunter.png)
94,Gengar,1,Normal,Shadow Pokémon,500,60,65,60,130,75,110,![/assets/type_icons/Ghost_Type_Icon.svg](/assets/type_icons/Ghost_Type_Icon.svg) ![/assets/type_icons/Poison_Type_Icon.svg](/assets/type_icons/Poison_Type_Icon.svg),Cursed Body,-,![/assets/home_images/gengar.png](/assets/home_images/gengar.png)
94,Mega Gengar,1,Normal,Shadow Pokémon,600,60,65,80,170,95,130,![/assets/type_icons/Ghost_Type_Icon.svg](/assets/type_icons/Ghost_Type_Icon.svg) ![/assets/type_icons/Poison_Type_Icon.svg](/assets/type_icons/Poison_Type_Icon.svg),Shadow Tag,-,![/assets/home_images/gengar-mega.png](/assets/home_images/gengar-mega.png)
95,Onix,1,Normal,Rock Snake Pokémon,385,35,45,160,30,45,70,![/assets/type_icons/Rock_Type_Icon.svg](/assets/type_icons/Rock_Type_Icon.svg) ![/assets/type_icons/Ground_Type_Icon.svg](/assets/type_icons/Ground_Type_Icon.svg),Rock Head / Sturdy,Weak Armor,![/assets/home_images/onix.png](/assets/home_images/onix.png)
96,Drowzee,1,Normal,Hypnosis Pokémon,328,60,48,45,43,90,42,![/assets/type_icons/Psychic_Type_Icon.svg](/assets/type_icons/Psychic_Type_Icon.svg),Insomnia / Forewarn,Inner Focus,![/assets/home_images/drowzee.png](/assets/home_images/drowzee.png)
97,Hypno,1,Normal,Hypnosis Pokémon,483,85,73,70,73,115,67,![/assets/type_icons/Psychic_Type_Icon.svg](/assets/type_icons/Psychic_Type_Icon.svg),Insomnia / Forewarn,Inner Focus,![/assets/home_images/hypno.png](/assets/home_images/hypno.png)
98,Krabby,1,Normal,River Crab Pokémon,325,30,105,90,25,25,50,![/assets/type_icons/Water_Type_Icon.svg](/assets/type_icons/Water_Type_Icon.svg),Hyper Cutter / Shell Armor,Sheer Force,![/assets/home_images/krabby.png](/assets/home_images/krabby.png)
99,Kingler,1,Normal,Pincer Pokémon,475,55,130,115,50,50,75,![/assets/type_icons/Water_Type_Icon.svg](/assets/type_icons/Water_Type_Icon.svg),Hyper Cutter / Shell Armor,Sheer Force,![/assets/home_images/kingler.png](/assets/home_images/kingler.png)
100,Voltorb,1,Normal,Ball Pokémon,330,40,30,50,55,55,100,![/assets/type_icons/Electric_Type_Icon.svg](/assets/type_icons/Electric_Type_Icon.svg),Soundproof / Static,Aftermath,![/assets/home_images/voltorb.png](/assets/home_images/voltorb.png)
100,Hisuian Voltorb,1,Normal,Sphere Pokémon,330,40,30,50,55,55,100,![/assets/type_icons/Electric_Type_Icon.svg](/assets/type_icons/Electric_Type_Icon.svg)![/assets/type_icons/Grass_Type_Icon.svg](/assets/type_icons/Grass_Type_Icon.svg),Soundproof / Static,Aftermath,![/assets/home_images/voltorb-hisuian.png](/assets/home_images/voltorb-hisuian.png)
101,Electrode,1,Normal,Ball Pokémon,490,60,50,70,80,80,150,![/assets/type_icons/Electric_Type_Icon.svg](/assets/type_icons/Electric_Type_Icon.svg),Soundproof / Static,Aftermath,![/assets/home_images/electrode.png](/assets/home_images/electrode.png)
101,Hisuian Electrode,1,Normal,Sphere Pokémon,490,60,50,70,80,80,150,![/assets/type_icons/Electric_Type_Icon.svg](/assets/type_icons/Electric_Type_Icon.svg)![/assets/type_icons/Grass_Type_Icon.svg](/assets/type_icons/Grass_Type_Icon.svg),Soundproof / Static,Aftermath,![/assets/home_images/electrode-hisuian.png](/assets/home_images/electrode-hisuian.png)
102,Exeggcute,1,Normal,Egg Pokémon,325,60,40,80,60,45,40,![/assets/type_icons/Grass_Type_Icon.svg](/assets/type_icons/Grass_Type_Icon.svg) ![/assets/type_icons/Psychic_Type_Icon.svg](/assets/type_icons/Psychic_Type_Icon.svg),Chlorophyll,Harvest,![/assets/home_images/exeggcute.png](/assets/home_images/exeggcute.png)
103,Exeggutor,1,Normal,Coconut Pokémon,530,95,95,85,125,75,55,![/assets/type_icons/Grass_Type_Icon.svg](/assets/type_icons/Grass_Type_Icon.svg) ![/assets/type_icons/Psychic_Type_Icon.svg](/assets/type_icons/Psychic_Type_Icon.svg),Chlorophyll,Harvest,![/assets/home_images/exeggutor.png](/assets/home_images/exeggutor.png)
103,Alolan Exeggutor,1,Normal,Coconut Pokémon,530,95,105,85,125,75,45,![/assets/type_icons/Grass_Type_Icon.svg](/assets/type_icons/Grass_Type_Icon.svg) ![/assets/type_icons/Dragon_Type_Icon.svg](/assets/type_icons/Dragon_Type_Icon.svg),Frisk,Harvest,![/assets/home_images/exeggutor-alolan.png](/assets/home_images/exeggutor-alolan.png)
104,Cubone,1,Normal,Lonely Pokémon,320,50,50,95,40,50,35,![/assets/type_icons/Ground_Type_Icon.svg](/assets/type_icons/Ground_Type_Icon.svg),Rock Head / Lightning Rod,Battle Armor,![/assets/home_images/cubone.png](/assets/home_images/cubone.png)
105,Marowak,1,Normal,Bone Keeper Pokémon,425,60,80,110,50,80,45,![/assets/type_icons/Ground_Type_Icon.svg](/assets/type_icons/Ground_Type_Icon.svg),Rock Head / Lightning Rod,Battle Armor,![/assets/home_images/marowak.png](/assets/home_images/marowak.png)
105,Alolan Marowak,1,Normal,Bone Keeper Pokémon,425,60,80,110,50,80,45,![/assets/type_icons/Fire_Type_Icon.svg](/assets/type_icons/Fire_Type_Icon.svg) ![/assets/type_icons/Ghost_Type_Icon.svg](/assets/type_icons/Ghost_Type_Icon.svg),Cursed Body / Lightning Rod,Rock Head,![/assets/home_images/marowak-alolan.png](/assets/home_images/marowak-alolan.png)
106,Hitmonlee,1,Normal,Kicking Pokémon,455,50,120,53,35,110,87,![/assets/type_icons/Fighting_Type_Icon.svg](/assets/type_icons/Fighting_Type_Icon.svg),Limber / Reckless,Unburden,![/assets/home_images/hitmonlee.png](/assets/home_images/hitmonlee.png)
107,Hitmonchan,1,Normal,Punching Pokémon,455,50,105,79,35,110,76,![/assets/type_icons/Fighting_Type_Icon.svg](/assets/type_icons/Fighting_Type_Icon.svg),Keen Eye / Iron Fist,Inner Focus,![/assets/home_images/hitmonchan.png](/assets/home_images/hitmonchan.png)
108,Lickitung,1,Normal,Licking Pokémon,385,90,55,75,60,75,30,![/assets/type_icons/Normal_Type_Icon.svg](/assets/type_icons/Normal_Type_Icon.svg),Own Tempo / Oblivious,Cloud Nine,![/assets/home_images/lickitung.png](/assets/home_images/lickitung.png)
109,Koffing,1,Normal,Poison Gas Pokémon,340,40,65,95,60,45,35,![/assets/type_icons/Poison_Type_Icon.svg](/assets/type_icons/Poison_Type_Icon.svg),Levitate / Neutralizing Gas,Stench,![/assets/home_images/koffing.png](/assets/home_images/koffing.png)
110,Weezing,1,Normal,Poison Gas Pokémon,490,65,90,120,85,70,60,![/assets/type_icons/Poison_Type_Icon.svg](/assets/type_icons/Poison_Type_Icon.svg),Levitate / Neutralizing Gas,Stench,![/assets/home_images/weezing.png](/assets/home_images/weezing.png)
110,Galarian Weezing,1,Normal,Poison Gas Pokémon,490,65,90,120,85,70,60,![/assets/type_icons/Poison_Type_Icon.svg](/assets/type_icons/Poison_Type_Icon.svg) ![/assets/type_icons/Fairy_Type_Icon.svg](/assets/type_icons/Fairy_Type_Icon.svg),Levitate / Neutralizing Gas,Misty Surge,![/assets/home_images/weezing-galarian.png](/assets/home_images/weezing-galarian.png)
111,Rhyhorn,1,Normal,Spikes Pokémon,345,80,85,95,30,30,25,![/assets/type_icons/Ground_Type_Icon.svg](/assets/type_icons/Ground_Type_Icon.svg) ![/assets/type_icons/Rock_Type_Icon.svg](/assets/type_icons/Rock_Type_Icon.svg),Lightning Rod / Rock Head,Reckless,![/assets/home_images/rhyhorn.png](/assets/home_images/rhyhorn.png)
112,Rhydon,1,Normal,Drill Pokémon,485,105,130,120,45,45,40,![/assets/type_icons/Ground_Type_Icon.svg](/assets/type_icons/Ground_Type_Icon.svg) ![/assets/type_icons/Rock_Type_Icon.svg](/assets/type_icons/Rock_Type_Icon.svg),Lightning Rod / Rock Head,Reckless,![/assets/home_images/rhydon.png](/assets/home_images/rhydon.png)
113,Chansey,1,Normal,Egg Pokémon,450,250,5,5,35,105,50,![/assets/type_icons/Normal_Type_Icon.svg](/assets/type_icons/Normal_Type_Icon.svg),Natural Cure / Serene Grace,Healer,![/assets/home_images/chansey.png](/assets/home_images/chansey.png)
114,Tangela,1,Normal,Vine Pokémon,435,65,55,115,100,40,60,![/assets/type_icons/Grass_Type_Icon.svg](/assets/type_icons/Grass_Type_Icon.svg),Chlorophyll / Leaf Guard,Regenerator,![/assets/home_images/tangela.png](/assets/home_images/tangela.png)
115,Kangaskhan,1,Normal,Parent Pokémon,490,105,95,80,40,80,90,![/assets/type_icons/Normal_Type_Icon.svg](/assets/type_icons/Normal_Type_Icon.svg),Early Bird / Scrappy,Inner Focus,![/assets/home_images/kangaskhan.png](/assets/home_images/kangaskhan.png)
115,Mega Kangaskhan,1,Normal,Parent Pokémon,590,105,125,100,60,100,100,![/assets/type_icons/Normal_Type_Icon.svg](/assets/type_icons/Normal_Type_Icon.svg),Parental Bond,-,![/assets/home_images/kangaskhan-mega.png](/assets/home_images/kangaskhan-mega.png)
116,Horsea,1,Normal,Dragon Pokémon,295,30,40,70,70,25,60,![/assets/type_icons/Water_Type_Icon.svg](/assets/type_icons/Water_Type_Icon.svg),Swift Swim / Sniper,Damp,![/assets/home_images/horsea.png](/assets/home_images/horsea.png)
